DisorderID,OrphaCode,ExpertLink,DisorderName,DisorderType,DisorderGroup,AgeOfOnsetIDs,AgeOfOnsetNames,InheritanceTypeIDs,InheritanceTypeNames
17628,166282,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=166282,Hereditary sick sinus syndrome,Disease,Disorder,23543|23550,Adult|Elderly,23410|23417,Autosomal dominant|Autosomal recessive
29,578,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=578,Mucolipidosis type IV,Disease,Disorder,23522,Infancy,23417,Autosomal recessive
17629,166286,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=166286,Porokeratotic eccrine ostial and dermal duct nevus,Disease,Disorder,23522|23515,Infancy|Neonatal,23494,Not applicable
28,577,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=577,Mucolipidosis type III,Disease,Disorder,23529,Childhood,23417,Autosomal recessive
17630,166291,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=166291,Dirofilariasis,Disease,Disorder,23557,All ages,23494,Not applicable
17635,166308,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=166308,Benign infantile focal epilepsy with midline spikes and waves during sleep,Disease,Disorder,23522,Infancy,,
32,2912,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2912,Poliomyelitis,Disease,Disorder,23529,Childhood,23494,Not applicable
38,796,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=796,Sandhoff disease,Disease,Disorder,23536|23543|23529|23522,Adolescent|Adult|Childhood|Infancy,23417,Autosomal recessive
17639,166409,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=166409,Photosensitive occipital lobe epilepsy,Disease,Disorder,23536|23543|23529,Adolescent|Adult|Childhood,,
39,801,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=801,Scleroderma,Clinical group,Group of disorders,23557,All ages,23494,Not applicable
42,461,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=461,Recessive X-linked ichthyosis,Disease,Disorder,23515,Neonatal,23431,X-linked recessive
17643,166421,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=166421,Orgasm-induced seizures,Disease,Disorder,23543,Adult,,
17642,166418,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=166418,Eating reflex epilepsy,Disease,Disorder,23557,All ages,,
40,584,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=584,Mucopolysaccharidosis type 7,Disease,Disorder,23536|23508|23529|23522|23515,Adolescent|Antenatal|Childhood|Infancy|Neonatal,23417,Autosomal recessive
17640,166412,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=166412,Hot water reflex epilepsy,Disease,Disorder,23557,All ages,23410,Autosomal dominant
17647,166433,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=166433,Epilepsy with reading-induced seizures,Disease,Disorder,23536|23543,Adolescent|Adult,,
44,881,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=881,Turner syndrome,Malformation syndrome,Disorder,23508|23529|23522|23515,Antenatal|Childhood|Infancy|Neonatal,23494|23480,Not applicable|Unknown
45,95,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=95,Friedreich ataxia,Disease,Disorder,23536|23529,Adolescent|Childhood,23417,Autosomal recessive
51,848,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=848,Beta-thalassemia,Disease,Disorder,23529|23522,Childhood|Infancy,23410|23417,Autosomal dominant|Autosomal recessive
50,846,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=846,Alpha-thalassemia,Disease,Disorder,23557,All ages,23417,Autosomal recessive
49,586,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=586,Cystic fibrosis,Disease,Disorder,23557,All ages,23417,Autosomal recessive
55,262,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=262,Duchenne and Becker muscular dystrophy,Clinical group,Group of disorders,23536|23543|23529,Adolescent|Adult|Childhood,23431,X-linked recessive
59,261,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=261,Emery-Dreifuss muscular dystrophy,Disease,Disorder,23529,Childhood,23410|23417|23431,Autosomal dominant|Autosomal recessive|X-linked recessive
63,550,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=550,MELAS,Disease,Disorder,23536|23543|23529,Adolescent|Adult|Childhood,23438|23494,Mitochondrial inheritance|Not applicable
62,269,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=269,Facioscapulohumeral dystrophy,Disease,Disorder,23557,All ages,23410,Autosomal dominant
61,480,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=480,Kearns-Sayre syndrome,Disease,Disorder,23536|23543|23529|23522,Adolescent|Adult|Childhood|Infancy,23417|23438|23494,Autosomal recessive|Mitochondrial inheritance|Not applicable
68,593,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=593,Myofibrillar myopathy,Category,Group of disorders,23543,Adult,23410|23417,Autosomal dominant|Autosomal recessive
64,551,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=551,MERRF,Disease,Disorder,23543|23529,Adult|Childhood,23438,Mitochondrial inheritance
65,597,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=597,Central core disease,Disease,Disorder,23529,Childhood,23410,Autosomal dominant
66,607,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=607,Nemaline myopathy,Clinical group,Group of disorders,23557,All ages,23410|23417|23494,Autosomal dominant|Autosomal recessive|Not applicable
17538,163746,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=163746,Peripheral demyelinating neuropathy-central dysmyelinating leukodystrophy-Waardenburg syndrome-Hirschsprung disease,Disease,Disorder,23522|23515,Infancy|Neonatal,23410,Autosomal dominant
76,684,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=684,Paramyotonia congenita of Von Eulenburg,Disease,Disorder,23536|23529|23522|23515,Adolescent|Childhood|Infancy|Neonatal,23410,Autosomal dominant
17549,163931,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=163931,Acrodermatitis continua of Hallopeau,Disease,Disorder,23543,Adult,23417,Autosomal recessive
77,273,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=273,Steinert myotonic dystrophy,Disease,Disorder,23536|23543|23508|23529|23522|23515,Adolescent|Adult|Antenatal|Childhood|Infancy|Neonatal,23410,Autosomal dominant
17548,163927,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=163927,Pustulosis palmaris et plantaris,Disease,Disorder,,,23410|23417,Autosomal dominant|Autosomal recessive
17551,163937,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=163937,"X-linked intellectual disability, Najm type",Disease,Disorder,23522|23515,Infancy|Neonatal,23445,X-linked dominant
17550,163934,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=163934,Atopic keratoconjunctivitis,Disease,Disorder,23557,All ages,23494,Not applicable
75,614,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=614,Thomsen and Becker disease,Disease,Disorder,23536|23543|23529|23522,Adolescent|Adult|Childhood|Infancy,23410|23417,Autosomal dominant|Autosomal recessive
17546,163921,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=163921,Posttransplant acute limbic encephalitis,Particular clinical situation in a disease or syndrome,Disorder,23557,All ages,,
17556,163966,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=163966,"X-linked dominant chondrodysplasia, Chassaing-Lacombe type",Disease,Disorder,23522|23515,Infancy|Neonatal,23445,X-linked dominant
17557,163971,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=163971,"X-linked intellectual disability, Cilliers type",Disease,Disorder,23522|23515,Infancy|Neonatal,23431,X-linked recessive
17558,163976,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=163976,"X-linked intellectual disability, Van Esch type",Malformation syndrome,Disorder,23522|23515,Infancy|Neonatal,23431,X-linked recessive
17559,163979,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=163979,X-linked intellectual disability-craniofacioskeletal syndrome,Disease,Disorder,23508|23522|23515,Antenatal|Infancy|Neonatal,23480,Unknown
17554,163956,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=163956,"X-linked intellectual disability, Nascimento type",Disease,Disorder,23522,Infancy,23431,X-linked recessive
17555,163961,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=163961,X-linked cerebral-cerebellar-coloboma syndrome,Disease,Disorder,23522|23515,Infancy|Neonatal,23431,X-linked recessive
17567,164726,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=164726,Acute myeloid leukemia and myelodysplastic syndromes related to radiation,Disease,Disorder,23543|23550,Adult|Elderly,,
94,324,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=324,Fabry disease,Disease,Disorder,23536|23543|23529,Adolescent|Adult|Childhood,23445|23431,X-linked dominant|X-linked recessive
17561,163985,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=163985,Hyperekplexia-epilepsy syndrome,Disease,Disorder,23515,Neonatal,23431,X-linked recessive
91,778,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=778,Rett syndrome,Disease,Disorder,23522,Infancy,23445,X-linked dominant
90,72,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=72,Angelman syndrome,Malformation syndrome,Disorder,23522,Infancy,23410|23494,Autosomal dominant|Not applicable
102,307,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=307,Juvenile myoclonic epilepsy,Disease,Disorder,23536|23529,Adolescent|Childhood,23424,Multigenic/multifactorial
101,1941,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1941,Juvenile absence epilepsy,Disease,Disorder,23536,Adolescent,23424|23480,Multigenic/multifactorial|Unknown
99,892,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=892,Von Hippel-Lindau disease,Disease,Disorder,23536|23543|23529,Adolescent|Adult|Childhood,23410,Autosomal dominant
97,731,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=731,Autosomal recessive polycystic kidney disease,Disease,Disorder,23557,All ages,23417,Autosomal recessive
17568,164736,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=164736,Familial advanced sleep-phase syndrome,Disease,Disorder,23536|23529,Adolescent|Childhood,23410,Autosomal dominant
110,138,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=138,CHARGE syndrome,Malformation syndrome,Disorder,23508|23515,Antenatal|Neonatal,23410|23480,Autosomal dominant|Unknown
109,558,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=558,Marfan syndrome,Disease,Disorder,23557,All ages,23410,Autosomal dominant
106,803,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=803,Amyotrophic lateral sclerosis,Disease,Disorder,23543,Adult,23410|23417|23494,Autosomal dominant|Autosomal recessive|Not applicable
104,100,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=100,Ataxia-telangiectasia,Disease,Disorder,23529|23522,Childhood|Infancy,23417,Autosomal recessive
105,733,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=733,Familial adenomatous polyposis,Disease,Disorder,23543,Adult,23410|23417,Autosomal dominant|Autosomal recessive
118,399,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=399,Huntington disease,Disease,Disorder,23536|23543|23529|23550,Adolescent|Adult|Childhood|Elderly,23410,Autosomal dominant
17588,165955,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=165955,Wound myiasis,Disease,Disorder,23543|23550,Adult|Elderly,23494,Not applicable
117,501,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=501,Lafora disease,Disease,Disorder,23536|23529,Adolescent|Childhood,23417,Autosomal recessive
17589,165958,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=165958,Cavitary myiasis,Disease,Disorder,23557,All ages,23494,Not applicable
116,870,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=870,Down syndrome,Malformation syndrome,Disorder,23508|23515,Antenatal|Neonatal,23494,Not applicable
112,512,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=512,Metachromatic leukodystrophy,Disease,Disorder,23536|23543|23529|23522,Adolescent|Adult|Childhood|Infancy,23417,Autosomal recessive
126,567,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=567,22q11.2 deletion syndrome,Malformation syndrome,Disorder,23557,All ages,23410,Autosomal dominant
17599,166016,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=166016,"Multiple epiphyseal dysplasia, Lowry type",Disease,Disorder,23515,Neonatal,,
125,232,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=232,Sickle cell anemia,Disease,Disorder,23557,All ages,23417,Autosomal recessive
124,536,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=536,Systemic lupus erythematosus,Disease,Disorder,23536|23543|23529|23522,Adolescent|Adult|Childhood|Infancy,23494,Not applicable
17597,166002,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=166002,Multiple epiphyseal dysplasia due to collagen 9 anomaly,Disease,Disorder,23536|23529,Adolescent|Childhood,23410,Autosomal dominant
123,534,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=534,Oculocerebrorenal syndrome of Lowe,Malformation syndrome,Disorder,23508|23515,Antenatal|Neonatal,23431,X-linked recessive
122,790,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=790,Retinoblastoma,Disease,Disorder,23508|23529|23522,Antenatal|Childhood|Infancy,23410|23494,Autosomal dominant|Not applicable
17595,165991,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=165991,Exercise-induced hyperinsulinism,Disease,Disorder,23536|23543,Adolescent|Adult,23410,Autosomal dominant
121,652,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=652,Multiple endocrine neoplasia type 1,Disease,Disorder,23557,All ages,23410|23494,Autosomal dominant|Not applicable
120,908,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=908,Fragile X syndrome,Malformation syndrome,Disorder,23529|23522|23515,Childhood|Infancy|Neonatal,23445,X-linked dominant
137,3099,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3099,Rheumatic fever,Disease,Disorder,23529,Childhood,23494,Not applicable
139,739,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=739,Prader-Willi syndrome,Disease,Disorder,23508|23515,Antenatal|Neonatal,23410|23494,Autosomal dominant|Not applicable
142,47,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=47,X-linked agammaglobulinemia,Clinical subtype,Subtype of disorder,23529,Childhood,23494|23431,Not applicable|X-linked recessive
131,580,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=580,Mucopolysaccharidosis type 2,Disease,Disorder,23529,Childhood,23431,X-linked recessive
132,579,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=579,Mucopolysaccharidosis type 1,Disease,Disorder,23557,All ages,23417,Autosomal recessive
134,905,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=905,Wilson disease,Disease,Disorder,23536|23543|23529|23550,Adolescent|Adult|Childhood|Elderly,23417,Autosomal recessive
155,792,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=792,X-linked retinoschisis,Malformation syndrome,Disorder,23536|23543|23529|23522,Adolescent|Adult|Childhood|Infancy,23431,X-linked recessive
17500,163525,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=163525,Subacute cutaneous lupus erythematosus,Disease,Disorder,23543|23550,Adult|Elderly,,
158,827,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=827,Stargardt disease,Disease,Disorder,23536|23543|23529|23550,Adolescent|Adult|Childhood|Elderly,23410|23417,Autosomal dominant|Autosomal recessive
17502,163531,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=163531,Chronic cutaneous lupus erythematosus,Clinical group,Group of disorders,23536|23543|23529|23550,Adolescent|Adult|Childhood|Elderly,23424,Multigenic/multifactorial
144,906,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=906,Wiskott-Aldrich syndrome,Disease,Disorder,23522|23515,Infancy|Neonatal,23410|23417|23494|23431,Autosomal dominant|Autosomal recessive|Not applicable|X-linked recessive
145,904,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=904,Williams syndrome,Malformation syndrome,Disorder,23508|23515,Antenatal|Neonatal,23410,Autosomal dominant
147,280,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=280,Wolf-Hirschhorn syndrome,Malformation syndrome,Disorder,23508|23515,Antenatal|Neonatal,23424|23494,Multigenic/multifactorial|Not applicable
17490,162516,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=162516,Isolated congenital nasal pyriform aperture stenosis,Malformation syndrome,Disorder,23515,Neonatal,,
148,15,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=15,Achondroplasia,Disease,Disorder,23508|23515,Antenatal|Neonatal,23410,Autosomal dominant
149,96,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=96,Ataxia with vitamin E deficiency,Disease,Disorder,23557,All ages,23417,Autosomal recessive
150,101,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=101,Dentatorubral pallidoluysian atrophy,Disease,Disorder,23557,All ages,23410,Autosomal dominant
151,783,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=783,Rubinstein-Taybi syndrome,Malformation syndrome,Disorder,23508|23515,Antenatal|Neonatal,23410|23480,Autosomal dominant|Unknown
17514,163649,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=163649,Spondyloepiphyseal dysplasia-craniosynostosis-cleft palate-cataracts-intellectual disability syndrome,Disease,Disorder,23522|23515,Infancy|Neonatal,23417,Autosomal recessive
171,631,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=631,Non-acquired isolated growth hormone deficiency,Disease,Disorder,23515,Neonatal,23410|23417|23431,Autosomal dominant|Autosomal recessive|X-linked recessive
170,276,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=276,T-B+ severe combined immunodeficiency due to gamma chain deficiency,Disease,Disorder,23515,Neonatal,23431,X-linked recessive
17515,163654,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=163654,Spondyloepiphyseal dysplasia-brachydactyly-speech disorder syndrome,Disease,Disorder,23522|23515,Infancy|Neonatal,23480,Unknown
169,481,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=481,Kennedy disease,Disease,Disorder,23543,Adult,23431,X-linked recessive
168,664,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=664,Ornithine transcarbamylase deficiency,Disease,Disorder,23557,All ages,23431,X-linked recessive
17518,163668,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=163668,"Spondyloepiphyseal dysplasia, MacDermot type",Malformation syndrome,Disorder,23522|23515,Infancy|Neonatal,23410,Autosomal dominant
17516,163662,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=163662,"Spondyloepiphyseal dysplasia, Reardon type",Disease,Disorder,23522|23515,Infancy|Neonatal,23410,Autosomal dominant
173,394,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=394,Homocystinuria due to cystathionine beta-synthase deficiency,Disease,Disorder,23536|23543|23529,Adolescent|Adult|Childhood,23417,Autosomal recessive
17517,163665,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=163665,"Spondyloepiphyseal dysplasia tarda, Kohn type",Disease,Disorder,23529,Childhood,23417,Autosomal recessive
172,508,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=508,Donohue syndrome,Malformation syndrome,Disorder,23508|23515,Antenatal|Neonatal,23417,Autosomal recessive
162,436,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=436,Hypophosphatasia,Disease,Disorder,23557,All ages,23410|23417,Autosomal dominant|Autosomal recessive
17507,163596,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=163596,Hb Bart's hydrops fetalis,Clinical subtype,Subtype of disorder,23508|23515,Antenatal|Neonatal,23417,Autosomal recessive
161,429,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=429,Hypochondroplasia,Disease,Disorder,23536|23543|23508|23529|23522|23515,Adolescent|Adult|Antenatal|Childhood|Infancy|Neonatal,23410,Autosomal dominant
160,437,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=437,Hypophosphatemic rickets,Clinical group,Group of disorders,23557,All ages,23410|23417|23445,Autosomal dominant|Autosomal recessive|X-linked dominant
167,104,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=104,Leber hereditary optic neuropathy,Disease,Disorder,23536|23543,Adolescent|Adult,23438,Mitochondrial inheritance
164,2182,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2182,Hydrocephalus with stenosis of the aqueduct of Sylvius,Clinical subtype,Subtype of disorder,23508|23515,Antenatal|Neonatal,23431,X-linked recessive
17509,163634,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=163634,Maffucci syndrome,Disease,Disorder,23529,Childhood,23494,Not applicable
17531,163717,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=163717,Familial mesial temporal lobe epilepsy,Disease,Disorder,23536|23543,Adolescent|Adult,23410,Autosomal dominant
17529,163708,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=163708,Cryptogenic late-onset epileptic spasms,Disease,Disorder,23529,Childhood,,
185,636,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=636,Neurofibromatosis type 1,Disease,Disorder,23522|23515,Infancy|Neonatal,23410,Autosomal dominant
17528,163703,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=163703,Febrile infection-related epilepsy syndrome,Disease,Disorder,23557,All ages,23494,Not applicable
190,649,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=649,Norrie disease,Malformation syndrome,Disorder,23508|23515,Antenatal|Neonatal,23431,X-linked recessive
17533,163727,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=163727,Rolandic epilepsy-paroxysmal exercise-induced dystonia-writer's cramp syndrome,Disease,Disorder,23522,Infancy,23417,Autosomal recessive
17532,163721,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=163721,Rolandic epilepsy-speech dyspraxia syndrome,Disease,Disorder,23508|23522|23515,Antenatal|Infancy|Neonatal,23410|23445,Autosomal dominant|X-linked dominant
17522,163684,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=163684,Leukoencephalopathy-dystonia-motor neuropathy syndrome,Disease,Disorder,23529,Childhood,23417,Autosomal recessive
17521,163681,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=163681,CNTNAP2-related developmental and epileptic encephalopathy,Disease,Disorder,23522,Infancy,23417,Autosomal recessive
176,379,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=379,Chronic granulomatous disease,Disease,Disorder,23536|23543|23529|23522,Adolescent|Adult|Childhood|Infancy,23417|23431,Autosomal recessive|X-linked recessive
177,16,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=16,Blue cone monochromatism,Disease,Disorder,23522,Infancy,23431,X-linked recessive
182,644,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=644,NARP syndrome,Disease,Disorder,23529,Childhood,23438,Mitochondrial inheritance
17527,163699,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=163699,Alveolar soft tissue sarcoma,Disease,Disorder,23557,All ages,23494,Not applicable
183,637,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=637,Full NF2-related schwannomatosis,Disease,Disorder,23557,All ages,23410,Autosomal dominant
17526,163696,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=163696,Action myoclonus-renal failure syndrome,Disease,Disorder,23536|23543,Adolescent|Adult,23417,Autosomal recessive
180,181,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=181,X-linked hypohidrotic ectodermal dysplasia,Etiological subtype,Subtype of disorder,23529|23522,Childhood|Infancy,23431,X-linked recessive
17525,163693,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=163693,2p21 microdeletion syndrome,Disease,Disorder,23522|23515,Infancy|Neonatal,23417,Autosomal recessive
17524,163690,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=163690,Hypotonia-cystinuria syndrome,Disease,Disorder,23522|23515,Infancy|Neonatal,23417,Autosomal recessive
205,337,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=337,Fibrodysplasia ossificans progressiva,Disease,Disorder,23529,Childhood,23410|23494,Autosomal dominant|Not applicable
207,377,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=377,Gorlin syndrome,Malformation syndrome,Disorder,23536|23543,Adolescent|Adult,23410,Autosomal dominant
206,648,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=648,Noonan syndrome,Malformation syndrome,Disorder,23508|23529|23522|23515,Antenatal|Childhood|Infancy|Neonatal,23410|23417,Autosomal dominant|Autosomal recessive
201,281,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=281,Monosomy 5p syndrome,Malformation syndrome,Disorder,23508,Antenatal,23494|23480,Not applicable|Unknown
203,752,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=752,"46,XY difference of sex development due to 17-beta-hydroxysteroid dehydrogenase 3 deficiency",Disease,Disorder,23536|23515,Adolescent|Neonatal,23417,Autosomal recessive
202,214,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=214,Cystinuria,Disease,Disorder,23557,All ages,23417|23466,Autosomal recessive|Semi-dominant
197,510,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=510,Lesch-Nyhan syndrome,Disease,Disorder,23522,Infancy,23431,X-linked recessive
196,524,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=524,Li-Fraumeni syndrome,Disease,Disorder,23557,All ages,23410,Autosomal dominant
